gene,mean_exprs,bs,bs_conf
Ddx31,0.359090909,1.729902758,[1.67800567        NA        NA]
Ddx39,7.447004608,8.970604767,[ 8.97060477  6.5146857  11.89745216]
Ddx3x,5.525925926,15.38168078,NA
Ddx41,2.085972851,2.897616168,[2.89761617 2.27741849 3.71348455]
Ddx42,1.235632184,4.140016838,[4.14001684 2.98570549 5.87026719]
Ddx46,2.45971564,4.078564142,[4.07856414 3.22101008 5.22758804]
Ddx47,3.9,3.815935231,[3.81593523 2.80030518 5.48472818]
Ddx50,1.623188406,2.455128311,[2.45512831 1.86705266 3.24351581]
Ddx51,0.622119816,1.573239076,[1.57323908 1.06879682 2.25801783]
Ddx52,1.009433962,1.244145814,[1.24414581 0.88865015 1.72973468]
Ddx54,1.535353535,2.432848362,[2.35986291 1.76742235 3.11331246]
Ddx55,0.488372093,1.02268325,[1.02268325        NA        NA]
Ddx56,2.593607306,5.107933251,[5.10793325 3.48562763 7.58038736]
Ddx58,0.344827586,1.207215759,[1.20721576 0.69316183 3.00085085]
Ddx59,0.860576923,3.370047195,[3.37004719 2.33246218 4.78792513]
Deaf1,0.421965318,5.36891346,[ 5.36891346  2.4439245  20.93028365]
Decr1,1.408071749,3.498857099,[3.4988571  1.86904253 6.48481856]
Def6,0.683060109,5.40706478,[5.40706478 3.07940942 9.77224576]
Def8,0.583333333,1.010961867,[1.01096187 0.66677444 1.51463671]
Dek,4.578475336,7.786184828,[7.78618483 6.31689429 9.49032048]
Dennd1a,0.182389937,5.581963862,[ 5.58196386  2.38790223 13.88415273]
Dennd2a,0.27014218,1.001740027,[1.00174003 0.57751744 1.71296562]
Dennd2c,0.125,1.017595463,[1.01759546 0.47898042 2.19396974]
Dennd4a,0.821256039,1.419750925,[1.33456587 0.94848801 1.92513177]
Dennd4b,0.136986301,1.320714657,[1.20185034 0.59993542 2.51836701]
Dennd4c,0.188405797,2.237656591,[2.17052689 1.19327275 4.32774818]
Dennd5a,1.868421053,29.19252576,[29.19252576 17.69203816 49.51889327]
Denr,6.15,56.77972905,[56.77972905 39.17135242 83.20749104]
Depdc1b,0.058295964,1.145832482,[0.97395761 0.3192337  2.95994712]
Depdc5,0.668224299,3.130330641,[3.13033064 1.90856153 5.25544379]
Depdc7,0.463963964,3.296764566,[3.29676457 1.83997832 5.76869258]
Derl1,3.6,2.673810278,[2.67381028 2.02971216 3.35429232]
Derl2,6.529147982,6.072807684,[6.25499191 3.97452438 8.90223561]
Dexi,0.719211823,1.662159103,[1.56242956 1.10128666 2.27735696]
Dffa,1.232876712,2.11365153,[2.11365153 1.58086757 2.83951375]
Dffb,0.126126126,1.223529475,[1.18682359 0.58028141 2.52947761]
Dfna5,0.430493274,1.540777582,[1.54077758 1.00208923 2.35113164]
Dgcr14,1.204188482,4.491798673,[4.49179867 3.25079063 6.2822352 ]
Dgcr2,1.676056338,1.961859754,[1.90300396 1.28076589 3.41639557]
Dgcr8,0.430051813,2.929897624,[2.92989762 1.62996185 5.45125925]
Dgka,0.564220183,3.160637653,[3.16063765 2.122876   4.71133926]
Dgkd,0.408602151,1.466819325,[1.46681933        NA        NA]
Dgkh,0.149253731,2.237315345,[2.23731535 1.01670064 5.83421419]
Dgkq,0.306220096,1.41862549,[1.33350796 0.80016926 2.19115117]
Dguok,0.699074074,19.62970126,[19.62970126         NA         NA]
Dhcr24,1.606481481,1.557490606,[1.55749061 1.17016    2.0535016 ]
Dhcr7,1.827906977,2.617853028,[2.69638862 2.06937053 3.46205487]
Dhdds,1.129807692,3.205813641,[3.20581364 1.81215393 5.33046921]
Dhfr,0.822429907,11.18792134,[11.18792134  7.1071899  18.11382832]
Dhodh,1.307692308,2.694579084,[2.69457908 2.03580704 3.59918408]
Dhps,0.77,1.344746438,[1.34474644 0.93060316 1.92825063]
Dhrs1,3.483253589,8.921271755,[ 8.92127176  6.33587118 12.44966227]
Dhrs11,0.585585586,1.392934008,[1.39293401 0.94224462 2.03590874]
Dhrs13,0.53125,1.154937146,[1.15493715 0.77104219 1.74196534]
Dhrs3,5.421524664,4.732786421,[4.59080283 3.77700522 5.47509984]
Dhrs4,1.591743119,5.667033708,[ 5.66703371  3.26041286 10.07575762]
Dhrs7,3.506912442,6.542605901,[6.5426059  4.91957671 8.71804728]
Dhrs7b,1.25,2.440532743,[2.44053274 1.81482621 3.2190168 ]
Dhrs9,0.110599078,3.635668225,[3.63566822 1.43990575 9.87928291]
Dhtkd1,0.062780269,2.941308238,[ 2.94130824  0.95294714 11.18489665]
Dhx15,2.61,3.22070494,[3.22070494 2.48523906 4.12343876]
Dhx16,0.568421053,2.970849091,[2.97084909 1.81043816 5.24451235]
Dhx30,2.768181818,3.668120902,[3.77816453 3.00394329 4.74056587]
Dhx32,1.481651376,4.450564534,[4.45056453 2.97662696 6.46645854]
Dhx33,0.846153846,2.115930144,[1.98897434 1.43042873 2.77756409]
Dhx34,0.267281106,4.619373087,[4.48079189        NA        NA]
Dhx38,0.959090909,1.260847444,[1.26084744 0.90041966 1.75005046]
Dhx40,0.685990338,2.040543689,[2.04054369 1.28478443 3.68578187]
Dhx57,0.383495146,1.937571773,[1.93757177 0.91615813 5.83414077]
Dhx8,1.159793814,8.570450889,[ 8.57045089  4.31060521 23.40968197]
Dhx9,2.045801527,10.43230298,[10.43230298  6.95581432 15.50355593]
Diablo,2.232227488,4.86488581,[4.86488581 3.03251324 7.81727145]
Diap1,0.630769231,2.9857097,[2.9857097  1.3549307  7.98337771]
Diap2,0.473333333,3.947734597,NA
Diap3,0.462616822,3.661349733,[3.66134973 1.9799382  7.0145052 ]
Dicer1,1.183333333,4.796877779,[4.79687778 2.71758363 8.46394866]
Dido1,1.009389671,1.231039145,[1.37876384 0.74547073 3.56276917]
Diexf,0.658536585,1.926077979,[1.92607798 1.33431323 2.81183075]
Dio3,6.708333333,39.94504529,[42.34174801 30.83920757 53.95405189]
Dio3os,2.721973094,11.67080997,[11.67080997  8.68151556 15.64049025]
Dip2a,0.318627451,1.029484655,[0.93683104 0.54333096 1.55668738]
Dirc2,1.389423077,2.827970443,[2.82797044 2.13820702 3.7765083 ]
Dis3,1.07239819,1.181137026,[1.18113703 0.8490826  1.61541274]
Dis3l,0.578680203,2.162739088,[2.16273909 1.43603306 3.25058432]
Dkc1,4.506976744,11.9014788,NA
Dkk2,3.014150943,16.49114801,[16.49114801 12.3698533  22.51213735]
Dkk3,8.403669725,12.81859498,[12.81859498 10.25749129 15.49306438]
Dlat,2.013513514,1.642744532,[1.64274453 1.26065246 2.13167538]
Dlc1,1.875,63.58118964,[ 63.58118964  29.50581442 145.90790047]
Dld,2.990990991,2.553334906,[2.55333491 1.93916016 3.22181628]
Dlg1,2.485436893,2.217950103,[2.01833459 1.58515904 2.57557215]
Dlg5,9.865470852,5.415521508,[5.41552151 4.55163322 6.42507334]
Dlgap4,2.15,7.4380413,[ 7.4380413   4.79168637 11.35599345]
Dlgap5,0.810810811,12.14704006,[12.14704006  7.81566966 19.08103594]
Dlk1,0.922705314,4.59200311,[4.8675233  3.10082358 7.29672656]
Dlk2,0.174107143,1.143664435,[1.1093545  0.59595006 2.13835183]
Dlst,2.776255708,3.12473588,[3.31222003 2.0210113  5.2305367 ]
Dlx1,0.028708134,1.493871525,[1.49387152        NA        NA]
Dmd,0.384259259,1.67478372,NA
Dmpk,3.7,14.04214502,[14.46340937 11.25174194 19.71101588]
Dmtf1,0.744186047,2.805744929,[2.80574493        NA        NA]
Dmwd,0.72,1.758127997,[1.758128   1.21078232 2.54932523]
Dmxl1,0.383419689,1.554500552,[1.55450055 0.88315077 3.81571112]
Dmxl2,0.073732719,23.30976935,[79.25321577         NA         NA]
Dnaja1,1.269230769,52.1469612,[ 52.1469612   15.55218584 207.0004719 ]
Dnaja2,5.154545455,3.632202834,[3.63220283 2.98766202 4.4747232 ]
Dnajb1,2.171428571,2.503991887,[2.50399189 1.93323897 3.26602008]
Dnajb11,4.679069767,8.012356839,[ 8.01235684  5.56332159 11.18129407]
Dnajb12,1.388349515,2.741484625,[2.74148463 1.7487979  4.45971691]
Dnajb14,0.791666667,2.324309499,[2.3243095  1.66624256 3.28070895]
Dnajb2,1.308056872,5.000411108,[5.00041111 2.75598278 9.55250399]
Dnajb4,1.539534884,1.550944608,[1.55094461 1.1686482  2.05232332]
Dnajb9,0.593984962,3.589896205,[3.58989621 2.21327861 6.14315671]
Dnajc1,3.811926606,5.493046714,[5.49304671 3.77245815 7.8097305 ]
Dnajc10,5.559090909,6.28379271,[6.28379271 4.02902521 9.23077566]
Dnajc11,1.858490566,2.489320206,[2.48932021 1.92498649 3.23764027]
Dnajc12,0.627272727,1.735050454,[1.73505045 1.04511296 3.30820042]
Dnajc13,2.307142857,17.09161866,[17.09161866 10.75509338 28.9263799 ]
Dnajc14,2.363636364,11.27392749,[11.27392749  6.18309258 20.7644501 ]
Dnajc17,0.433789954,1.297239813,[1.29723981        NA        NA]
Dnajc18,0.995454545,1.056145234,[1.05614523 0.74839696 1.46326096]
Dnajc19,6.004524887,3.557986159,[3.55798616 2.91974358 4.34328759]
Dnajc2,2.223255814,4.701607999,[4.701608   3.01096762 7.16354922]
Dnajc21,0.352657005,4.234213196,[4.2342132       NA       NA]
Dnajc24,0.772511848,1.646544227,[1.64654423 1.15738557 2.34560809]
Dnajc25,1.592417062,1.677812693,[1.72814707 1.30260939 2.25610273]
Dnajc27,0.215311005,6.674742655,[6.67474266        NA        NA]
Dnajc3,5.465116279,4.713658536,[5.56211707 3.74857839 7.81218593]
Dnajc4,2.013333333,11.11904227,[11.11904227  6.82360148 18.5081918 ]
Dnajc5,1.522167488,1.76345499,[1.76345499 1.25745658 3.24587306]
Dnajc7,4.438679245,8.549764662,[ 8.54976466  6.19656201 11.60530484]
Dnajc8,6.625570776,11.11734971,[11.11734971  7.84326111 16.0636465 ]
Dnajc9,2.153846154,6.989564789,[6.98956479 4.99011041 9.99517733]
Dnase1l1,0.486238532,3.119600335,NA
Dnase2a,0.314814815,1.096157963,[1.03038849 0.60561608 1.68109452]
Dnd1,0.022421525,2.820333984,[2.82033398        NA        NA]
Dnlz,6.200913242,4.984393286,[4.98439329 4.13811295 6.06098902]
Dnm1l,3.215686275,3.420173091,[3.42017309 2.73260431 4.30574806]
Dnm2,3.488584475,8.30017239,[ 8.30017239  5.64962524 12.05611262]
Dnmbp,0.289156627,1.91579389,[1.91579389        NA        NA]
Dnmt1,1.660098522,6.177383289,[6.17738329 4.10218279 9.20616646]
Dnpep,9.959641256,6.612037801,[6.6120378  5.54805146 7.78824106]
Dnttip2,2.368421053,1.808566654,[1.64579566        NA        NA]
Dock1,1.51552795,4.792038728,[4.79203873 3.48776195 6.71671187]
Dock2,0.026785714,3.567123224,[3.56712322        NA        NA]
Dock5,1.5,4.436663725,[3.90426408 2.96292149 5.14592259]
Dock7,1.577464789,2.209181916,[2.20918192 1.66481475 2.88004389]
Dock9,0.352941176,4.413861283,[ 4.41386128  2.20999609 10.58711045]
Dok1,2.089201878,3.71822731,[3.71822731 2.85566168 5.80152743]
Dok4,0.427835052,2.40218725,[2.40218725 1.096673   5.7582401 ]
Dolpp1,0.75,2.910862119,[2.91086212        NA        NA]
Donson,0.459459459,1.617216638,[1.61721664 0.76197128 4.5748959 ]
Dpcd,2.547511312,2.239314706,[2.23931471 1.77229906 2.82298391]
Dpep1,0.375565611,2.883120673,[2.88312067 1.41039408 6.14961049]
Dpf2,1.795348837,1.738706472,[1.73870647 1.33152685 2.27221573]
Dph2,0.569444444,6.333622502,[6.3336225       NA       NA]
Dph3,4.53,6.689934343,[6.68993434 4.68897041 9.17550333]
Dph5,1.130232558,1.858737843,[1.6356893  1.206765   2.22402102]
Dpp3,5.449074074,7.530349097,[7.5303491  5.8387662  9.24457387]
Dpp7,1.737089202,4.663817664,[4.66381766 3.07711589 6.84662484]
Dpp8,1.078431373,2.152170472,[2.15217047 1.29695566 4.03376515]
Dpp9,1.226744186,5.234459498,[5.2344595  3.15601876 8.56176768]
Dpy19l1,2.058558559,2.327338456,[2.2575183  1.76060191 2.87424135]
Dpy19l3,1.365296804,2.112013571,[2.17537398 1.63523061 2.83255363]
Dpy30,3.823809524,7.919148944,[ 7.91914894  5.19452241 11.75096478]
Dpysl3,1.994974874,8.451481334,[ 8.45148133  5.91127198 11.90084378]
Dram1,0.494318182,2.559866279,[2.55986628 1.36384938 4.93080442]
Dram2,0.978142077,2.524912619,[2.52491262 1.80160256 3.58506946]
Drap1,4.330357143,3.611897882,[3.61189788 2.95699346 4.44902208]
Drg1,3.66367713,3.241444417,[3.24144442 2.63358394 4.00578612]
Drg2,2.8,2.978154342,[2.97815434 2.07923121 4.7506144 ]
Drosha,0.899038462,1.819032657,[1.81903266 0.99134067 3.70365866]
Dscc1,0.192825112,3.209214556,[3.20921456        NA        NA]
Dscr3,1.780269058,2.969979988,[2.96997999 1.77702747 5.98308622]
Dse,1.658986175,1.63443804,[1.63443804 1.03698042 3.20280276]
Dsn1,0.441314554,2.74779895,[2.83023292 1.8587398  4.55210011]
Dst,5.54954955,4.394638903,[4.13096057 2.99246366 6.1966436 ]
Dstn,28.40625,27.75955839,[26.92677164 19.39965241 34.92844081]
Dstyk,0.823834197,2.611954777,[2.14180292 1.54414039 3.09214657]
Dtd1,1.219178082,3.985721076,[3.98572108 2.17472002 7.44003982]
Dtl,0.30941704,2.259963291,[2.25996329 1.28475771 4.48075581]
Dtna,0.349282297,1.046098404,[1.0460984  0.64009916 1.72089067]
Dtnbp1,3.107692308,4.395538289,[4.39553829 3.18636122 6.72477205]
Dtwd2,0.320754717,1.288635818,[1.28863582 0.77835736 2.12486513]
Dtx3,1.307317073,2.179511759,[2.04874105 1.54254608 3.04316954]
Dtx4,0.183856502,1.491890748,[1.49189075 0.81498868 2.80658631]
Dtymk,7.638190955,9.286484494,[ 9.28648449  7.66455467 11.35336927]
Dus1l,1.248803828,4.556711374,[4.55671137 2.73267208 7.31773075]
Dus4l,0.384615385,2.72751058,[2.72751058 1.30308373 7.32779153]
Dusp1,11.02727273,24.37337283,[24.37337283 18.91074181 30.97522434]
Dusp11,1.4,4.527845964,[4.52784596 2.65323152 7.54444767]
Dusp12,1.380090498,3.903506674,[3.90350667 2.1491802  7.10410766]
Dusp15,0.08372093,1.449216923,[1.44921692        NA        NA]
Dusp16,0.551401869,3.610367015,[3.61036702 2.04522048 6.3689153 ]
Dusp19,1.497487437,4.123494705,[4.37090439 2.80139753 6.33302723]
Dusp23,0.251141553,2.089089164,[2.08908916        NA        NA]
Dusp6,0.695238095,3.509186284,[3.50918628 2.25979658 5.7474138 ]
Dusp8,0.294930876,1.445120665,[1.40176704 0.85254173 2.34556789]
Dusp9,0.366834171,5.043180615,NA
Dut,3.202898551,7.307729288,[7.30772929 5.82493915 9.29856891]
Dvl1,2.520547945,5.339630248,[5.33963025 3.65135007 7.63876063]
Dym,0.777777778,1.906448406,[1.90644841 1.03020745 4.27911485]
Dync1h1,7.837104072,11.33733694,[11.33733694  8.8412953  14.38390016]
Dync1i2,8.16,20.46978273,[20.46978273 15.02731648 27.8227023 ]
Dync1li2,3.389140271,2.798917762,[3.30272296 2.04434797 5.25805697]
Dync2h1,0.637426901,19.86827423,[19.86827423         NA         NA]
Dync2li1,0.783410138,1.074814024,[0.75236982        NA        NA]
Dynll2,18.75799087,17.29310662,[17.29310662 14.75393101 20.45666494]
Dynlrb1,19.23214286,6.98224571,[6.3538436  5.42611643 7.45550142]
Dyrk2,0.29281768,2.468969602,[2.4689696  1.12494262 5.70705988]
Dyrk3,0.179372197,1.85788827,[1.85788827 0.95574276 5.14964866]
Dysf,5.043165468,18.96004181,[18.96004181 12.34205234 33.54135295]
E030011O05Rik,0.291262136,2.666355799,[2.6663558       NA       NA]
E130308A19Rik,0.194444444,1.879903842,[1.87990384 1.03328758 4.4379105 ]
E130309D02Rik,0.754807692,1.561571383,[1.56157138 1.00445931 3.7252438 ]
E130311K13Rik,1.775784753,5.125651227,[5.12565123 3.42070073 7.47124536]
E130317F20Rik,0.301886792,5.150592385,[5.15059239        NA        NA]
E2f1,1.394871795,3.635255243,[3.63525524 2.30258293 5.67396961]
E2f3,0.590643275,11.82218337,[11.82218337         NA         NA]
E2f4,1.423809524,1.698330658,[1.69833066 1.26057521 2.26604349]
E2f6,0.634146341,3.54758245,[3.54758245 2.30824949 5.65797411]
E2f7,0.316513761,5.68594904,[5.68594904        NA        NA]
E2f8,0.13963964,1.335456083,[1.33545608 0.67321662 2.7503803 ]
E330013P04Rik,0.072463768,1.62505249,[1.62505249 0.5719687  4.58829212]
E430025E21Rik,1.735426009,1.809242251,[1.80924225 1.37833224 2.3618832 ]
E4f1,0.338028169,1.23777367,[1.23777367 0.71109768 3.04451299]
Eaf1,4.274509804,35.46599131,[35.46599131 23.29113962 56.57579623]
Eapp,3.09569378,12.60841838,[12.60841838  8.58114573 18.68340065]
Ears2,0.45631068,1.852690789,[1.85269079 1.22967397 2.92447436]
Ebf3,0.381642512,2.812280628,[2.81228063 1.47701699 5.94460182]
Ebna1bp2,5.444954128,7.149955594,[7.14995559 5.35665822 9.40992066]
Ebp,2.563380282,3.950038534,NA
Ebpl,2.325688073,3.700779865,[3.70077986 2.26507995 5.80647495]
Ecd,1.1,1.360772582,[1.36077258 0.87443799 2.77413242]
Ece1,5.313901345,3.69453965,[3.47286727 2.91909751 4.31318148]
Ece2,1.337962963,1.451889735,[1.45188974 1.07763918 1.94783522]
Echdc1,1.070512821,4.886773847,[4.88677385 3.38517914 7.29617144]
Echdc2,1.923423423,3.515190196,[3.5151902  2.73917988 4.51454969]
Echdc3,0.33632287,1.42448912,[1.42448912        NA        NA]
Eci1,1.457142857,6.00624733,[ 6.00624733  3.56427907 10.42940005]
Eci2,1.221153846,3.261165485,[3.26116549 1.92392774 5.45430836]
Ecm1,65.2735426,48.14710094,[48.14710094 41.89156688 55.94554149]
Ecm2,0.04109589,8.252701811,[8.25270181        NA        NA]
Ecscr,0.548837209,3.062892707,[3.06289271 2.0788022  4.64258658]
Ecsit,1.071770335,6.199193784,[ 6.19919378  3.52052152 11.22000528]
Eda,0.180487805,2.747762504,NA
Eda2r,2.010869565,5.051324459,NA
Edem1,2.211981567,2.251456122,[2.25145612 1.76344947 2.89078931]
Edem2,1.833333333,6.060195473,[6.06019547 3.98551013 9.05168052]
Edem3,1.16374269,2.98812263,[2.98812263 1.81604842 4.9996641 ]
Edil3,0.113122172,1.270870667,[1.19461843 0.56257805 2.68232446]
Edn1,0.339366516,7.061917335,[ 7.06191733  4.15812662 12.84654381]
Ednra,0.17535545,2.163786436,[2.22870003 1.17668967 4.41866635]
Eea1,1.939393939,5.661677383,[5.66167738 3.81830842 8.19242285]
Eed,2.463054187,6.370769799,[6.3707698  4.45723738 8.90127817]
Eef1b2,16.58181818,95.92264464,[ 95.92264464  64.78365529 145.1088348 ]
Eef1d,9.803652968,9.553630849,[ 8.69380407  7.4063523  11.75309627]
Eef1e1,4.604651163,7.4905274,[ 7.4905274   5.25584209 10.28634016]
Eef1g,10.87974684,23.4640444,[23.4640444  16.941672   32.34129406]
Eef2k,1.218181818,2.321857665,[2.25220194 1.67664566 2.97322301]
Eefsec,1.128571429,5.174217521,[ 5.17421752  2.73040551 11.24879935]
Efemp1,12.29411765,31.24389349,[31.24389349 25.99520527 39.03450683]
Efemp2,33.94196429,20.90000808,[20.90000808 18.15584557 24.45429234]
Efhd1,0.236607143,2.097803618,[2.09780362 1.24813833 3.79525819]
Efhd2,2.381818182,3.317655667,[2.91953699 2.35973548 3.74455256]
Efna1,0.109589041,1.56990844,[1.56990844        NA        NA]
Efna2,0.126696833,1.080833729,[1.08083373        NA        NA]
Efna4,0.497435897,2.303467985,[2.23436395 1.4857216  3.52758341]
Efnb1,3.833333333,10.95987448,NA
Efnb2,1.055555556,1.623759264,[1.52633371 1.11343465 2.03258312]
Efr3a,1.589861751,3.100273796,[3.1002738  2.20401164 4.88972778]
Eftud1,1.106976744,1.721569602,[1.7215696  1.13531555 3.15231623]
Eftud2,5.672727273,7.677734255,[ 7.67773426  5.43904148 10.38666688]
Egfl7,0.271428571,2.017881566,[2.01788157        NA        NA]
Egfr,3.028436019,4.574161422,[4.57416142 3.63140553 5.72308458]
Egln1,1.706185567,3.409684356,[3.40968436 2.44922467 5.08179672]
Egln2,1.374407583,2.013176464,[2.01317646 1.08203919 3.95880991]
Egln3,0.331818182,1.196683895,[1.1966839  0.57595799 4.29899524]
Egr1,2.830769231,4.21035356,[4.21035356 3.07580258 6.03880028]
Egr2,0.346341463,4.022678776,[4.02267878 2.42481393 7.08007339]
Ehbp1,0.285714286,2.197722903,[2.1977229       NA       NA]
Ehbp1l1,7.642487047,18.2420231,[18.2420231  14.110283   23.42517312]
Ehd2,6.901345291,5.73068963,[6.41837239 4.54590602 8.79266623]
Ehd3,0.33632287,1.173060097,[1.1730601  0.71801082 1.90206223]
Ehd4,1.628440367,2.405828026,[2.33365318 1.76973967 3.00755631]
Ehhadh,0.103603604,4.539640255,[4.53964025        NA        NA]
Ehmt1,1.081339713,2.680063251,[2.68006325 1.90536233 4.63126198]
Ehmt2,1.365591398,2.886390838,[2.88639084 2.14576787 3.95153699]
Ei24,3.009174312,2.541326905,[2.54132691 1.92324477 3.19083247]
Eid1,2.567567568,2.604688615,[2.60468861 2.03815355 3.24331826]
Eid2,0.312195122,1.766155727,[1.76615573 1.07062859 2.97443482]
Eid2b,0.525345622,1.596591111,[1.59659111 1.07102486 2.38465996]
Eif1ad,1.87037037,4.94466535,[4.94466535 3.16069791 7.6743417 ]
Eif1ax,9.888372093,24.89166419,NA
Eif2a,1.347826087,4.047739168,[4.04773917 2.37966882 6.81855003]
Eif2ak2,0.878640777,2.09303034,[2.09303034 1.30877817 3.7539365 ]
Eif2b1,2.209302326,2.428149428,[2.42814943 1.88937861 3.1219231 ]
Eif2b2,2.578947368,5.023582637,[5.02358264 3.06650664 7.86268053]
Eif2b3,5.025380711,7.54726699,[7.54726699 6.11969647 9.45564676]
Eif2b4,0.869565217,5.192923194,[5.19292319 3.02372672 9.16003541]
Eif2b5,1.716494845,8.751609178,[ 8.75160918  4.56192798 19.32150527]
Eif2d,1.80952381,1.823086408,[1.82308641 1.38072184 2.39316353]
Eif2s1,3.376623377,22.73946751,[22.73946751 14.0424928  37.45420103]
Eif2s2,7.974683544,14.50521451,[14.50521451 10.81931417 19.31326715]
Eif3a,16.24630542,13.54915096,[13.54915096 11.44042532 16.16967575]
Eif3b,6.430493274,5.314843678,[5.31484368 3.33180258 8.18062551]
Eif3c,14.74193548,18.6533947,[18.6533947  14.71016444 23.35571948]
Eif3d,13.01351351,11.21487643,[11.21487643  8.28000436 15.09110204]
Eif3e,5.727272727,12.594045,[12.594045    9.49114621 16.5302522 ]
Eif3f,4.445945946,2.020992323,[2.02099232 1.61661709 2.52399354]
Eif3g,10.61883408,6.63228719,[ 6.63228719  5.34085435 10.44369508]
Eif3h,5.111607143,2.774007349,[2.77400735 2.27002842 3.39936339]
Eif3i,6.163636364,5.559642717,[5.55964272 3.72250902 7.96476582]
Eif3k,11.99107143,7.38564904,[ 7.82878798  4.93106417 10.88039491]
Eif3l,7.33632287,5.343253389,[5.34325339 3.00455981 8.46489633]
Eif3m,4.005434783,14.03258747,[14.03258747 10.47239311 18.65881586]
Eif4a2,3.359375,10.51146807,[10.51146807  7.25817142 15.25550417]
Eif4a3,2.735426009,2.895171542,[2.89517154 2.26195067 3.62353586]
Eif4b,4.509090909,4.223429562,[4.22342956 3.22746959 5.99997055]
Eif4e,0.806666667,1.073019657,[1.04082907 0.67486178 1.55294891]
Eif4e2,6.196969697,9.992444627,[ 9.99244463  7.66823736 13.03349565]
Eif4e3,0.374331551,4.168951265,[4.16895126 2.50525574 7.47204106]
Eif4ebp1,11.86607143,6.090203593,[6.09020359 4.84688372 7.24498115]
Eif4g1,8.718446602,11.22513528,[11.22513528  8.45208    14.75405774]
Eif4g2,13.83695652,42.78604059,[42.78604059 34.60785518 53.20446085]
Eif4g3,1.60199005,4.317089018,[4.31708902 2.5106696  7.66515987]
Eif4h,11.08108108,8.172033938,[ 8.17203394  5.63735781 11.16800989]
Eif5,8.25,14.84162735,[14.84162735 11.44345397 19.06788245]
Eif5a2,0.208092486,4.00813262,[4.00813262        NA        NA]
Eif6,8.166666667,13.83216723,[13.83216723 10.32686885 18.23097936]
Elac1,0.219047619,3.019235049,[3.01923505 1.47597112 6.75822814]
Elavl1,3.041284404,2.316886309,[2.24737972 1.78952802 2.8163673 ]
Elf1,0.808080808,2.000104497,[2.0001045  1.31136515 3.70865334]
Elf2,0.647368421,3.691062073,[3.69106207        NA        NA]
Elf4,2.047619048,13.2395473,NA
Elk1,0.685446009,2.480456078,NA
Elk3,1.17370892,1.452702244,[1.45270224 1.06097009 1.97493204]
Ell2,1.088607595,1.712049008,[1.66068754 1.15442618 2.38305331]
Elmo2,1.990909091,1.944102742,[1.94410274 1.49958797 2.51722117]
Elmo3,0.057416268,1.458989071,[1.45898907        NA        NA]
Elmod3,0.470873786,1.998653301,[1.9986533  1.01927312 4.62382002]
Elovl1,6.839449541,9.739277153,[ 9.73927715  6.71507437 13.92450245]
Elovl5,1.755656109,1.852032459,[1.85203246 1.42281354 2.40381144]
Elovl6,0.943661972,2.70387618,[2.70387618 1.99344138 3.81550731]
Elp2,1.497757848,1.373814486,[1.37381449 0.94108136 2.78844033]
Elp3,1.203703704,8.30941499,[ 8.30941499  4.47993308 16.94511272]
Elp4,0.609090909,1.872016861,[1.87201686 1.18953085 2.97020772]
Emb,2.668224299,5.986490415,[5.98649042 4.53865939 8.19511731]
Emd,6.292792793,18.38429512,NA
Eme1,0.208144796,4.461824894,[4.46182489        NA        NA]
Emg1,3.793814433,10.3773958,[10.3773958   7.42562237 14.34538719]
Emilin1,2.447963801,4.536138951,[4.53613895 3.02603916 6.53389185]
Emilin2,6.731818182,6.8177014,[6.8177014  5.67430049 8.24928108]
Eml1,9.822727273,7.836202453,[7.83620245 6.62038774 9.3384014 ]
Eml2,0.407035176,4.769691758,[4.76969176 2.73008028 8.54961687]
Eml3,0.466257669,2.306340992,[2.30634099 0.99145621 6.57992727]
Eml4,0.534653465,1.104699459,[1.03841749 0.66638708 1.58552598]
Emp1,9.703196347,13.80889828,[13.80889828 11.39995777 16.53852466]
Emp2,1.273148148,2.021380792,[2.02138079 1.51308864 2.70245993]
Emp3,17.09375,8.513991581,[ 8.51399158  7.2750594  10.00112113]
Emx2,0.505494505,1.92044075,[1.92044075 1.25163949 2.99086151]
Enah,4.913461538,8.194757281,[ 8.19475728  5.61097555 11.74573077]
Enc1,1.589285714,1.22701558,[1.22701558 0.92923651 1.602931  ]
Eng,2.351851852,15.70656092,[15.70656092 11.74787747 21.61290247]
Enkur,0.124401914,2.54039627,[2.54039627        NA        NA]
Eno1,8.579710145,15.83755741,[15.83755741 12.13384589 21.17533707]
Eno2,0.571428571,2.684010453,[2.68401045 1.49365892 5.05329296]
Eno3,0.243386243,2.173515773,[2.17351577 0.99898853 5.62266826]
Enoph1,0.65,1.986926536,[2.04653433 1.44104527 2.95868787]
Enox2,0.563106796,3.367854727,NA
Enpp1,0.572727273,2.033871838,[2.03387184 0.99284172 4.57799841]
Ensa,4.357142857,19.25102117,[19.25102117 13.05417883 29.12230486]
Entpd1,0.147982063,8.956078808,[8.95607881        NA        NA]
Entpd2,0.109090909,2.191881163,[1.66582968 0.77323076 3.77930153]
Entpd6,1.03271028,1.325258437,[1.32525844 0.95005518 1.8387173 ]
Ep400,0.924528302,5.837332315,[ 5.83733231  3.3924806  10.54817611]
Epas1,0.574660633,1.822552453,[1.76787588 1.24582316 2.61079987]
Epb4.1,0.869791667,2.698556661,[2.69855666 1.77283821 4.57415245]
