gene,mean_exprs,bs,bs_conf_ul,bs_conf_ll
Mmp11,2.658878505,6.417916329,8.70396703,4.76561846
Mmp14,8.583710407,10.19669325,15.58900704,10.85828935
Mmp19,1.144278607,1.377840669,1.87890845,0.97813572
Mmp2,3.049773756,7.143696696,8.92731674,5.62911648
Mmp23,2.465686275,7.308429959,9.60120044,5.65641775
Mnat1,2.095744681,14.44327042,24.16752164,9.02445311
Mocs2,2.178403756,3.680261848,5.73950339,2.1851701
Mon2,2.352631579,5.249578807,6.88641801,4.06339074
Mpdu1,1.048076923,3.883951848,6.46729655,2.31442016
Mpdz,1.452736318,1.785200745,2.37379539,1.31136487
Mpg,1.486486486,2.47860842,4.12489408,1.47833223
Mphosph10,2.313084112,4.688749893,7.6773318,2.68264826
Mphosph8,3.886597938,9.637750452,14.55114834,6.48511425
Mpi,1.124423963,1.593152894,3.69063055,1.09450313
Mpp5,2.286363636,6.94475515,10.59575842,4.53764662
Mprip,8.529411765,6.063031286,7.26752298,4.60384285
Mpv17,2.654205607,3.410844653,4.99587761,2.49384543
Mpzl1,1.882882883,3.301121248,4.2534818,2.58402811
Mrc2,1.935185185,3.099241142,3.99926083,2.41794936
Mri1,2.577639752,15.16516945,26.262498,9.21862861
Mrpl10,2.421524664,1.696375131,3.34554435,1.09825822
Mrpl11,2.237209302,3.072311795,5.21544073,2.03402435
Mrpl13,7.295964126,4.382203884,7.45619951,3.32145479
Mrpl14,4.50952381,6.28838944,8.81118436,4.23755862
Mrpl15,3.768518519,9.105448993,12.84962689,6.42688831
Mrpl17,11.80803571,11.47386452,15.54883625,8.10640878
Mrpl18,4.903381643,9.769072336,12.94718335,7.25307267
Mrpl19,1.872727273,2.81837868,4.74984479,1.82560894
Mrpl20,10.92410714,5.615889841,9.40352491,4.204746
Mrpl24,2.248062016,6.219533312,9.22301458,4.19942314
Mrpl28,5.282511211,8.557717567,12.68575274,5.68877511
Mrpl3,3.479820628,3.371721785,5.44980042,1.92106702
Mrpl32,2.235294118,6.329775885,10.26790883,3.89135764
Mrpl33,4.236607143,1.13242384,1.4495978,0.84075271
Mrpl35,2.611570248,16.11496252,27.00935911,11.96815142
Mrpl36,3.56561086,2.573431494,3.22396271,2.05589212
Mrpl37,2.574660633,2.970594289,3.7526481,2.35955883
Mrpl38,2.520408163,3.766601141,4.93174775,2.99837705
Mrpl39,3.216216216,2.50383206,4.54736356,1.35522206
Mrpl4,3.725225225,5.214936208,8.00109106,3.20883135
Mrpl40,3.167420814,3.882814332,4.84420022,3.12992757
Mrpl41,3.403587444,4.87673461,6.96323867,3.26293067
Mrpl42,5.205357143,4.610474618,7.68274609,2.42686827
Mrpl43,4.263392857,3.404450725,4.15782675,2.76616552
Mrpl45,2.753424658,4.371039066,7.1483121,2.49191724
Mrpl46,2.130044843,6.01883359,9.0870687,3.90484071
Mrpl47,1.744075829,6.421676319,10.91659136,3.95703303
Mrpl48,1.215962441,1.264703981,1.7373225,0.93050371
Mrpl50,2.812121212,21.0929044,32.83247644,13.90366074
Mrpl52,7.842857143,6.121728046,7.39786649,5.09974673
Mrpl54,11.74885845,12.21344769,15.80881842,9.16394894
Mrps10,4.816964286,4.062983541,4.95747044,3.33062341
Mrps11,2.399082569,4.169621408,6.6968054,2.47469682
Mrps12,2.15625,1.247359178,1.61253625,0.95052607
Mrps15,3.040358744,2.454473622,4.04086089,1.7974636
Mrps16,5.135746606,2.835232771,3.30109913,2.18999155
Mrps18a,2.168181818,2.28708339,4.19910278,1.2419141
Mrps18b,4.070093458,5.197968821,7.29432603,3.67859545
Mrps18c,2.354066986,1.550723338,1.99906954,1.19699638
Mrps2,1.137440758,3.195006731,6.40082839,1.58534126
Mrps22,3.114285714,3.241448412,4.09498259,2.47078017
Mrps23,1.954751131,1.682141335,2.17262295,1.29022371
Mrps24,3.762331839,2.226522027,4.67059979,1.25854324
Mrps25,2.625592417,5.669948016,8.21861549,3.77709962
Mrps26,3.037735849,15.46080825,25.05685151,9.74250551
Mrps27,1.43438914,2.849027816,4.41426158,2.01450328
Mrps28,5.982142857,6.649461387,9.53646012,4.50288444
Mrps30,1.89047619,2.905466019,4.95717576,1.59396158
Mrps33,6.9375,3.328822687,3.99463705,2.72550824
Mrps9,3.240740741,7.919748817,11.07889241,5.5803323
Mrto4,1.879069767,1.727730496,2.24198808,1.32649331
Msh6,1.029850746,8.83933499,32.10648059,4.16476802
Msto1,2.575609756,8.74979848,12.7141511,6.00084113
Mt2,1.037234043,5.529526102,8.15200456,3.88921136
Mta2,2.227272727,4.001734228,6.28580388,2.44546432
Mtap,5.425837321,8.444010352,6.06111927,4.84016376
Mtch1,7.479820628,5.064230233,7.42686116,3.3192263
Mtch2,12.32374101,39.48406601,51.98511005,30.01893894
Mtdh,3.907692308,29.06683474,48.40801837,17.47311003
Mterfd1,1.56185567,7.111828245,10.70994632,4.68514163
Mtfr1,2.222222222,2.656094258,4.35720231,1.70360934
Mthfd1,4.268181818,5.908675117,8.50033665,4.11569512
Mthfd1l,1.736363636,4.413087958,8.04217468,2.7546846
Mthfd2,3.421524664,8.956358134,12.15144709,6.43842488
Mtmr2,1.069230769,9.592647611,29.38445146,4.59048346
Mtmr4,1.42,15.66171604,34.55514799,7.57374984
Mtor,1.306451613,3.569064723,4.92107849,2.63379044
Mtpn,9.147321429,4.995021946,5.96543074,4.19657307
Mustn1,5.905660377,7.547900021,9.21944368,6.22963603
Mvp,3,6.378539535,8.929428,4.41637616
Mxd4,1.786458333,6.139662367,8.28627365,4.62958265
Mxra7,1.920560748,6.674696159,10.61347528,4.25125883
Mxra8,10.00892857,8.886631056,11.99881489,6.05794584
Myadm,21.92410714,9.305449907,10.90866198,7.96381885
Mybbp1a,3.528409091,10.72248665,15.5790632,7.34235129
Myc,2.803030303,6.430427404,9.08193906,4.50350247
Mycbp2,3.858638743,8.209661984,10.51287338,6.50480658
Myd88,1.015075377,3.947325715,8.43380053,1.96982256
Myh9,16.94144144,12.35155406,16.12718355,9.61077614
Myl12b,1.116504854,2.617409457,3.56060649,1.93283784
Myl9,9.058035714,9.855858004,11.81056596,8.29108432
Mylk,7.721925134,28.2147725,36.76901065,22.00215184
Myo10,2.741935484,2.600277101,3.24864099,2.0585813
Myo1c,7.726457399,5.830954586,7.98765889,4.55927882
Myo5a,2,2.430273964,4.17044652,1.66694794
Myo9b,1.682242991,2.553629888,3.0780772,1.80967828
Myof,2.972477064,3.041952523,3.82089138,2.42935944
Mzt1,1.350230415,1.713801764,2.28585336,1.29334264
Mzt2,3.013392857,2.050264472,2.5521055,1.61833805
N4bp2l2,1.271889401,1.289302246,1.55749864,0.81768904
N6amt1,1.408071749,3.104879535,4.89223646,1.90801487
N6amt2,3.00456621,3.478463515,4.3607769,2.78892863
Naa15,2.376237624,4.799120498,6.92484081,3.25150303
Naa20,5.247706422,4.413665482,6.37692474,3.02630349
Naa35,1.534883721,1.530875416,3.22670411,0.93771539
Naa38,5.241025641,22.72297489,31.74306689,16.38318499
Naa50,4.49537037,6.672035252,9.11173798,4.74025228
Naaa,1.917808219,2.03678234,2.61581852,1.56037252
Nab2,1.094444444,2.829194784,3.97822818,2.04690857
Naca,38.2,137.6349714,226.20888522,85.99740845
Nacc1,1.138888889,6.868191887,17.63861051,3.53543819
Nacc2,2.07239819,2.959135965,3.76479129,2.32231282
Nadk,3.259259259,1.96205914,2.49696541,1.56162396
Nae1,3.4375,2.337398087,2.94837897,1.88096677
Naga,1.699530516,3.082709302,4.02224626,2.36422606
Nagk,4.844919786,14.66144574,19.48584747,10.95524348
NAs,3.71040724,4.902635325,6.59086624,3.55344968
Nap1l4,4.217391304,5.196869764,6.45757124,4.21836295
Napa,5.022321429,2.386274222,2.92881463,1.92514351
Nasp,2.980952381,7.585003411,9.70302768,5.95319476
Nbr1,1.492753623,3.011932971,5.62754486,1.58995767
Ncam1,3.136363636,3.193915495,3.86848901,2.52395617
Ncapg,1.167420814,14.64252022,21.76411514,9.88575121
Ncbp1,1.59,3.05205145,3.91623564,2.2489072
Ncbp2,2.829493088,3.345318458,4.22687326,2.66266802
Ncdn,1.380487805,4.236144082,7.61160152,2.33441827
Nck1,1.154639175,2.045434859,2.67554262,1.42956708
Ncl,21.59174312,23.84632616,28.21234711,20.31973049
Ncln,5.059405941,9.097316904,12.1991808,6.65915686
Ncoa5,1.200956938,3.547794606,6.22347532,2.66358439
Ncoa6,1.155555556,29.63387143,74.78583602,14.59788339
Ncor1,3.110576923,8.355019723,12.42524127,5.62802814
Ncor2,2.650485437,4.818239585,7.24653736,3.02923162
Ncstn,3.493150685,6.788790237,10.1620118,4.40733126
Nde1,1.30941704,2.466837003,3.24975674,1.85224873
Ndel1,4.105990783,6.646824532,9.15123773,4.60882139
Ndfip2,3.497630332,9.566480761,16.98926233,5.63238704
Ndnl2,1.385416667,15.47960793,45.29915439,7.71838558
Ndrg3,1.177884615,1.885314606,2.50425222,1.36679174
Ndrg4,1.947368421,3.556219872,5.42655304,2.3947916400000002
Ndufa10,9.758928571,7.480182759,8.93898487,6.30009462
Ndufa12,13.91517857,5.219709676,6.03196975,4.28979653
Ndufa13,21.6875,11.20780641,17.51090687,9.11051802
Ndufa3,14.36160714,3.219251469,3.86789741,2.68229408
Ndufa4,34.75892857,9.085031827,10.5935287,7.82341696
Ndufa5,11.94642857,7.597492822,9.01244143,6.43610056
Ndufa8,12.4529148,11.55774689,13.7161414,9.23208116
Ndufaf1,1.977375566,6.037343244,8.74577481,4.06402302
Ndufaf2,2.436936937,5.393558044,7.67709811,3.67180585
Ndufaf4,4.687782805,5.426595843,7.75125496,3.60837746
Ndufb10,13.07623318,14.44325168,19.4775754,10.46773374
Ndufb2,8.428571429,2.931612985,3.56162892,2.41646686
Ndufb3,3.968468468,1.616268342,2.68713729,1.14195146
Ndufb5,5.010638298,43.57540807,72.50778802,28.00553482
Ndufb6,15.49107143,8.424153446,10.92048203,5.61752352
Ndufb8,24.86607143,15.44249763,21.05677789,9.84064851
Ndufc1,14.66964286,4.668853358,7.52654102,3.38994633
Ndufc2,6.196428571,2.853806342,4.72560203,2.00376967
Ndufs1,2.925581395,8.130773682,12.73044644,5.22677588
Ndufs2,14.01369863,47.79734401,63.17556471,36.20422682
Ndufs4,5.091324201,8.283414626,12.31914384,5.4109523
Ndufs6,7.291479821,5.464451134,8.10830338,3.48933929
Ndufs8,7.031390135,4.680535195,5.64751154,3.91166893
Ndufv1,2.55,3.075148224,3.58305991,2.23313006
Ndufv3,13.04910714,5.863284396,6.88634479,4.94718032
Neat1,4.16744186,11.25166793,13.37147033,7.91607607
Necap1,1.709090909,1.891139854,2.46489416,1.44792327
Necap2,3.697674419,8.001706078,11.13701675,5.65378698
Nedd4,20.01785714,8.371020174,9.82653221,6.99349662
Nedd4l,1.201970443,2.285453819,3.10182388,1.69637338
Nedd8,21.46875,11.71797067,13.72378554,10.06905906
Nek6,1.688995215,1.14948364,1.55563496,0.79544074
Nek7,1.614349776,1.445290789,1.88016381,1.08880503
Nemf,4.161290323,9.068123875,12.46246345,6.44686498
Nenf,2.995454545,4.004069688,6.11892278,2.78718706
Nfat5,2.286549708,7.808210888,12.75838747,4.81145488
Nfe2l1,2.703883495,4.940533258,7.97904209,4.03645789
Nfe2l2,3.339449541,4.823231272,7.15252633,3.01024539
Nfic,2.180555556,2.480917903,2.89243302,1.77720859
Nfix,10.41666667,100.4512933,166.00324537,63.98293676
Nfkbib,1.377990431,2.829982895,5.56437174,1.48377825
Nfkbiz,1.55,3.126485585,4.84860909,2.23196589
Nfs1,2.313432836,4.268680256,6.6658846,2.55147609
Nfu1,2.453271028,2.057669338,2.64616906,1.60268337
Nfx1,1.571428571,6.118765619,9.79801522,3.78423713
Nfya,1.005076142,2.931148846,5.11396082,1.66679239
Nfyb,1.430555556,1.060315661,1.52476471,0.84306661
Ngdn,2.324074074,5.190910569,8.36300931,3.33516934
Nhp2,3.918181818,3.901787198,4.83470934,3.18658484
Nid1,7.648648649,7.374738655,8.48842939,5.94753107
Nid2,1.087804878,4.922539745,7.49493007,3.20842713
Nip7,3.348623853,5.900801408,8.18468808,4.19167846
Nipa2,1.697916667,3.003680969,4.6119407,2.12761579
Nipbl,3.744360902,17.50266033,30.73510765,12.05008967
Nipsnap3b,1.710144928,3.147692117,5.94849326,1.55546421
Nisch,6.343195266,15.53768063,20.52381458,11.65941818
Nit1,1.288888889,3.924571459,7.98324165,1.95435671
Nit2,1.818181818,5.0369906780000004,9.49294389,2.75400227
Nkiras2,1.363128492,2.051838701,3.34687139,1.37319423
Nktr,1.971291866,4.030509135,5.06779488,3.03412326
Nmd3,1.413793103,1.360717806,1.58880267,0.85754034
Nme1,15.875,8.940920437,10.40268014,7.53526484
Nme2,31.78571429,12.17420452,17.33955047,8.78097333
Nme4,2.04954955,5.613147144,8.04756681,3.8519133
Nmt1,2.304147465,1.809096233,3.24448238,1.18600125
Nnmt,3.386363636,3.782568647,4.64528582,3.01751761
Nob1,1.580645161,9.38523818,18.6862613,5.20544167
Nol11,2.076576577,3.201107199,3.96409156,2.44905719
Nol12,1.459459459,1.542086919,1.8543941,1.02861858
Nol7,2.308411215,2.706105241,3.25445868,2.00045361
Nol9,1.848214286,2.141627685,3.39428728,1.4574429
Nolc1,3.674418605,5.978994775,8.68136706,4.32183788
Nomo1,3.117647059,2.867555389,4.79521423,1.81626295
Nop14,1.976851852,6.559651244,10.45778026,4.1741175
Nop16,5.316742081,7.536778033,9.29999325,6.2527914000000004
Nop2,3.373831776,4.34965053,6.42062423,3.31510101
Nop56,5.055299539,11.1698714,14.69110411,8.3975529
Nop58,5.151515152,5.681196772,8.45169366,4.25788522
Nosip,1.74537037,3.591949744,4.70539017,2.77288348
Npat,1.015957447,4.423324914,9.05971784,2.3280897
Npc2,15.21621622,10.91762654,12.89754236,9.30207254
Npdc1,2.754545455,2.80926432,3.51850013,2.24428741
Npepl1,1.106481481,1.328035101,1.81606182,0.96273008
Npepps,4.096618357,2.765843411,3.45659299,2.21598486
Npm1,24.52488688,19.58265659,22.99416227,16.80899946
Npnt,1.076190476,5.795133411,8.26839265,4.20561429
Npr3,1.075757576,4.748330282,6.7584337,3.43417508
Nptn,5.857142857,3.150450709,3.82196664,2.60777071
Nqo1,7.089285714,5.733124248,6.66234092,4.70049985
Nr1h2,3.814479638,5.811333157,8.84749653,3.65469421
Nr2c1,1.100502513,3.937153981,6.61068678,2.33519985
Nr3c1,2.846889952,2.357168359,2.91804302,1.82619244
Nradd,3.325791855,7.213323181,10.06746681,5.19197278
Nras,1.01793722,1.175125722,1.60672058,0.83665331
Nrbp1,1.909502262,2.222444179,3.87025097,1.25771615
Nrd1,3.06779661,4.020360999,5.90510014,2.85073738
Nrn1,1.684848485,10.76433362,17.38750218,6.85945951
Nrp1,3.763888889,6.060132032,7.4756667,4.91127824
Nrp2,3.183574879,10.63063634,14.2305357,7.85805046
Nsa2,1.47761194,3.915750561,6.14095615,2.35812279
Nsd1,1.540909091,1.323966024,1.65867049,0.92113443
Nsfl1c,2.974747475,3.119019651,3.92042233,2.46915105
Nsg1,1.841346154,6.276596455,9.01878137,4.24302221
Nsmaf,1.223809524,2.831298747,3.81783881,2.10800261
Nsmce1,2.160550459,4.828349498,7.00467269,3.24410178
Nsmce2,2.149321267,2.771221724,3.54056,2.04584651
Nsmce4a,1.282407407,1.931664297,2.62814949,1.4031396
Nsun2,4.090909091,3.57634355,4.45124849,2.759143
Nt5dc2,2.192825112,2.269806585,3.86555791,1.6403297
Ntan1,4.913242009,4.435812511,6.35297379,3.32537639
Ntpcr,1.286995516,1.907005791,2.45466957,1.3878881
Nuak1,1.542857143,2.477887157,3.26036956,1.89158854
Nuak2,1.801801802,3.151722362,4.07073039,2.46107948
Nub1,1.095505618,2.019119685,2.72925119,1.38430863
Nubp1,3.254545455,6.146568515,8.88253512,4.07033584
Nucb1,10.75586854,18.15853828,23.31102437,14.0318279
Nucb2,3.333333333,4.300278464,5.2751561,3.42188928
Nudc,7.577464789,16.11462235,20.46234693,12.59017459
Nudcd2,3.570135747,3.381170687,4.09850076,2.68494344
Nudcd3,3.361290323,12.22797596,19.11486951,8.1027354
Nudt16,1.574358974,4.024345691,5.47446211,3.01612092
Nudt19,1.882352941,2.716569994,4.49833972,1.61686036
Nudt22,1.056603774,2.028466701,2.74064538,1.47554738
Nudt3,5.660714286,3.60351746,4.15126833,2.82719357
Nudt4,7.013888889,7.44791486,8.87310078,6.07074881
Nudt5,2.695876289,9.980644632,14.33654186,6.94260003
Numa1,1.917582418,5.669203518,9.98428155,3.26945463
Nup43,1.004716981,5.490922504,9.70031042,3.18986347
Nup85,3.045454545,10.27368721,14.44473393,7.31194991
Nup88,2.082474227,5.480676042,8.29908552,3.49234634
Nupr1,11.74660633,22.30855231,27.01185152,18.64651939
Nus1,2.466367713,1.219329541,1.59121424,0.91880082
Nxf1,1.152073733,1.064859989,1.47775363,0.75150068
Nxn,2.922018349,4.514766199,6.55575838,2.99161286
Nxt1,1.666666667,4.090945249,5.40112761,3.15093112
Oaf,4.151785714,4.435544776,5.3504747,3.59703227
Oat,10.70535714,5.571020796,6.62230451,4.69728601
Obfc1,1.304545455,1.535916279,2.05167061,1.14356815
Ociad1,7.475336323,3.772526755,4.56212082,3.12719587
Ogdh,3.050228311,3.089411338,3.80947293,2.46086523
Ogfod1,2.33632287,2.355299876,3.00458023,1.85039807
Ogfr,3.345454545,6.237212838,8.49601797,4.5214764
Ola1,1.880794702,23.59220786,48.22294806,13.03948882
Olfml2b,1.995412844,3.12042705,5.18264634,1.87632874
Olfml3,1.718894009,3.778122181,4.97209234,2.91700043
Opa1,1.746606335,1.382052752,1.82831918,1.03380677
Optn,1.339534884,3.318030731,4.41734888,2.51335214
Orc2,2.38647343,4.919748192,7.12061855,3.2577914
Orc3,1.664893617,7.413867065,14.21422218,3.98959678
Orc4,1.35483871,4.34209399,9.04998152,2.17837999
Orc6,1.864864865,3.773323354,4.86423311,2.94125684
Ormdl3,1.495145631,3.990145994,6.32697959,2.38327274
Os9,4.7031963470000004,21.63058489,29.70858242,15.73464081
Osbp,1.015075377,2.600461371,3.3725616,1.76171341
Osbpl5,1.802690583,1.951743652,2.51041707,1.51290047
Osbpl9,2.143564356,2.097912217,2.79286796,1.6666001
Osgep,1.108597285,1.614901529,2.1327454,1.16335063
Osmr,2.176744186,2.722579954,3.23525303,1.98179532
Osr1,2.853773585,10.297195930000001,14.06215907,7.28190332
Ostc,14.36160714,5.957117011,7.05305061,4.60545172
Ostf1,8.713004484,7.289698774,8.73124435,6.11486107
Otub1,8.094170404,7.215321264,10.20977084,4.76056037
Otud6b,1.130208333,1.398383617,1.96551013,1.0019526
Ovca2,1.103139013,3.19103883,5.2077085,2.0894118
Oxa1l,1.067873303,1.420063607,1.94084529,1.03024632
Oxct1,3.9543379,3.66854098,4.56246757,2.96432264
Oxnad1,1.031531532,1.644244166,3.34900988,0.93169525
Oxr1,13.17351598,8.741445076,10.34807114,7.3942387
P2rx4,1.713636364,2.242773254,3.73871747,1.56610196
P4ha1,4.390134529,3.082807776,3.79424077,2.51095851
P4ha2,7.457399103,10.00568479,13.20721593,7.27195986
Pa2g4,7.221698113,7.270385748,8.8193317,6.06530024
Pabpc1,20.97747748,16.20952298,19.09995342,13.91285083
Pacsin2,2.144578313,5.176349758,7.73065489,3.24527844
Paf1,1.175115207,2.812776198,5.16507043,1.45224792
Pafah1b1,6.398989899,9.281163327,12.41330841,6.74190566
Pafah1b2,6.479638009,4.383549577,5.66901748,3.31769988
Pafah1b3,1.541284404,1.013182794,1.34512564,0.72675469
Pafah2,1.107344633,2.20466215,3.10533276,1.57930807
Paics,3.852017937,2.864883142,3.54382695,2.32136405
Pak1ip1,1.977272727,2.321388066,2.97259664,1.78964498
Pak2,2.68902439,7.842325594,11.55134013,5.16781463
Palld,11.53763441,15.85284533,19.35500633,13.13588194
Pam,2.070707071,2.500842116,3.23693215,1.93932159
Pank2,1.549295775,1.234704689,1.66557269,0.94606237
Pank4,1.194444444,2.153242122,2.99111592,1.56000282
Papola,3.71627907,2.265157844,2.81187603,1.79313666
Pard3,1.286432161,2.682595189,4.2523586,2.30049565
Pard6g,1.030456853,3.118463591,4.9409963,2.07915729
Park7,23.95890411,31.12337875,38.4582863,24.90303651
Parl,5.03286385,9.122474505,13.26352179,6.24901612
Parm1,1.900900901,4.475925878,6.63610548,2.83342927
Parp1,1.940639269,2.585941737,4.22151731,1.69259627
Parp3,3.936363636,4.163638395,6.25119857,2.60961755
Parva,5.834080717,5.401138779,7.80488707,3.64304195
Parvb,1.812785388,3.11305517,5.20967996,1.70959573
Pbrm1,2.927272727,3.043519053,4.34648609,2.1177413
Pbxip1,9.545045045,14.50888387,18.52392471,11.16773679
Pcdh18,1.951690821,7.23203131,10.19816049,4.85613782
Pck2,3.677884615,12.55264465,16.96252626,9.23395479
Pcm1,1.189054726,2.685785388,4.55776508,1.59051447
Pcmt1,6.764705882,6.817065085,8.26179067,5.36465902
Pcnt,1.005847953,7.183118203,11.21107815,4.53755956
Pcolce,19.43303571,10.63748605,12.49469822,8.62524402
Pcyox1,2.423963134,2.718172027,3.4470564,2.14729587
Pdap1,6.607734807,18.47730035,24.53995898,14.00484541
Pdcd10,1.144736842,27.95586348,92.07129309,12.31491732
Pdcd11,1.796296296,6.502082399,10.04903398,4.18659991
Pdcd2l,1.296296296,1.747081192,2.88829589,1.22206801
Pdcd5,8.273148148,10.50067375,15.26822675,8.45209307
Pdcd6,13.72321429,6.298110081,7.28936089,5.21907507
Pdcd6ip,4.378378378,2.786166685,3.469611,2.27000366
Pdcl3,6.331838565,3.475229965,4.01376342,2.73249618
Pde12,1.085972851,1.176329674,1.60227588,0.85105497
Pde4b,1.978609626,6.88208542,10.00918973,4.86133051
Pde4dip,2.5,2.706200971,4.05380384,1.95427505
Pdgfa,8.339534884,10.18619161,12.28424724,8.52991318
Pdgfra,1.230046948,5.143179582,7.09052059,3.78905755
Pdgfrb,1.511627907,3.08498329,4.0134328,2.32568929
Pdhx,1.340782123,6.636759989,9.8944638,4.3165398
Pdia3,25.88839286,42.88708082,53.0564871,34.69215323
Pdia5,1.68018018,1.485487001,1.9429699,1.13484237
Pdlim2,5.558139535,12.83861859,15.91464514,10.48950166
Pdlim5,5.959821429,8.703533623,12.12143778,6.01829426
Pdlim7,12.03125,15.26116824,20.09142951,11.43797007
Pdpk1,2.5625,58.30799289,213.1141751,22.56412689
Pdpn,12.19642857,9.115769081,10.78794206,7.75231361
Pdrg1,11.85267857,17.37567821,22.13549956,13.33843885
Pdxdc1,1.443438914,1.758828351,2.2831526,1.29812488
Pea15a,14.21076233,17.32761268,22.0634544,13.23821965
Pef1,2.02283105,8.228040194,14.79014373,4.77986345
Peli2,1.04784689,1.36641269,1.89418856,0.95073639
Pepd,1.879069767,3.916252678,5.85258142,2.57171235
Pex11b,1.281553398,2.026612934,2.72997473,1.50086232
Pex19,1.669767442,2.964432688,3.89529231,2.2740444
Pex5,1.757142857,2.575695452,3.36663088,1.98105225
Pfdn1,13.71363636,7.667941042,9.09042548,6.46927723
Pfdn2,3.876146789,3.188963212,3.81108225,2.50002408
Pfdn4,4.058823529,2.8518021670000002,5.35309406,2.20453273
Pfdn5,5.109452736,4.469317506,6.3582998,3.23524104
Pfkl,6.461883408,11.96825523,15.33970553,9.13695152
Pfkp,1.301507538,5.048275256,7.00192031,3.69655947
Pfn2,1.309178744,6.716943352,10.69249971,4.35031654
Pgam1,3.174193548,13.34505751,19.15530674,9.248856
Pgam5,1.684931507,2.734928978,4.77368297,1.57720343
Pgd,7.040540541,5.31334306,6.38573782,4.44075833
Pgm1,1.751131222,1.469880849,3.07141181,0.83074628
Pgm2,2.009009009,2.324187696,2.97193399,1.81579693
Pgm3,2.04787234,3.623049675,5.67073649,2.25469959
Pgpep1,1.488372093,3.345838694,5.21808683,2.11302925
Pgrmc2,2.497584541,8.172214773,12.71297477,5.19235905
Pgs1,2.375634518,6.820997324,10.38213044,4.56047954
Phax,3.586363636,9.09001526,12.38404435,6.52189238
Phb,3.43718593,7.014331572,9.3734537,5.1741021
Phb2,7.178571429,5.689595852,8.17379218,3.96718506
Phc2,2.023584906,2.548691027,3.15703129,1.91072688
Phf20,1.808510638,6.061613875,9.33875657,3.89102941
Phf20l1,1.307692308,1.394027537,2.9178824,0.85786999
Phf3,2.17721519,18.70901492,47.67545082,8.02445055
Phgdh,1.774774775,2.286398168,2.93667273,1.7819723
Phip,1.792134831,7.170493952,10.50400852,4.85621135
Phlda1,3.537735849,8.966959916,12.23351753,7.19106178
Phlda3,15.84234234,12.74120385,15.07745738,10.90785928
Phldb1,6.719626168,6.044574528,7.34636081,5.00797265
Phldb2,7.527173913,18.01960363,23.35769319,13.86050916
Phrf1,1.493150685,5.784069295,11.60617534,3.03383711
Phyh,1.094339623,5.803210934,10.91506738,3.22596293
Pi15,1.663366337,3.149408566,4.20825066,2.46364583
Pi4k2a,2.178082192,4.706638171,7.77066929,2.92193829
Pi4ka,1.322580645,2.394008742,4.0498384,1.48700648
Pias2,1.270935961,2.538840237,3.33182132,1.84621435
Picalm,3.416666667,3.659042169,7.34587364,1.69409965
Pigf,1.481308411,1.974073354,2.63658962,1.49368463
Pigk,4.473214286,5.329977597,7.75931472,3.34782243
Pigq,1.572289157,4.892820458,6.82923018,3.58897808
Pigs,2.990740741,4.229651835,6.36820666,2.64395849
Pigt,2.150684932,3.10783832,5.10024801,1.69018031
Pigx,1.48,6.729592392,11.60522069,4.09384184
Pigyl,2.851351351,2.681385683,5.50540905,2.05682946
Pik3c2a,1.222772277,1.814022737,2.46776625,1.33395784
Pik3r3,1.357142857,3.781176708,5.32220648,2.59886226
Pik3r4,1.467105263,6.589833071,9.97880201,4.26065149
Pinx1,1.183168317,2.22116522,4.70191768,1.00158183
Pip4k2a,1.523364486,1.978590264,2.60341781,1.50189665
Pip4k2b,1.334975369,4.487094348,8.65647227,2.40038492
Pitpna,8.589861751,9.166717735,12.27843745,6.5275933
Pitpnb,1.891891892,1.090706396,1.43760413,0.8131654
Pitpnc1,3.36036036,3.199367088,3.93666469,2.59118804
Pitrm1,1.035874439,2.874554551,6.33488613,1.38616566
Pja2,3.065116279,7.76969511,11.44203424,5.29406671
Pkd1,1.323699422,5.740355704,9.57618441,3.47733385
Pkd2,1.700980392,2.771675853,3.64740231,2.1262026
Pkig,1.340807175,1.519861429,1.96806901,1.09360135
Pkn2,1.619047619,5.226734986,11.1958925,2.91317007
Pla2g16,1.464788732,2.597490338,4.54491389,1.47471949
Pla2g4a,7.990909091,6.582528754,7.89104885,5.52388044
Plaa,3.132420091,7.043978617,11.41826407,4.3895572
Plat,1.506726457,5.518508101,8.21507014,3.71799259
Plau,2.189189189,1.918493895,2.43012914,1.50836729
Plcb3,1.586021505,5.366974264,7.96205779,3.47406043
Pld3,4.619909502,6.389218265,9.0432004,4.78945918
Plec,8.72972973,5.77816386,6.88293293,4.86311555
Plekhb2,7.25443787,17.83620932,25.59673075,12.52184034
Plekhg3,1.126168224,2.201830431,2.98521411,1.63690906
Plekhj1,3.87804878,16.32489099,22.52799798,11.81998611
Plekho2,1.405405405,2.326893422,2.98506813,1.71345001
Plin2,2.959459459,3.023059487,3.76091854,2.41686868
Plin3,1.743119266,4.657631055,7.01685906,3.03547583
Plk1,1.142857143,14.02122773,21.82194454,9.78575134
Plk2,2.977272727,5.734682088,7.24595079,4.59008554
Plod1,2.004587156,2.594403071,3.3488029,2.01709422
Plod2,4.477386935,10.44798819,15.11341619,7.21001916
Plod3,6.723214286,3.838028403,4.51955821,3.1025011
Plscr2,2.102803738,4.532077755,6.68230288,2.87855937
Plscr3,3.065420561,1.986644493,2.5113875,1.55531282
Pltp,1.084210526,3.898962826,5.49014579,2.82980216
